Lenguage,Text,texto_tokenizado
nl,zijn de loketten van dit station gesloten en is het een stopplaats geworden. Voor de,"['zijn', 'de', 'loketten', 'van', 'dit', 'station', 'gesloten', 'en', 'is', 'het', 'een', 'stopplaats', 'geworden', 'voor', 'de']"
en,"tuples. A decision tree is a flow-chart-like structure, where each internal (non-leaf) node denotes a","['tuples', 'decision', 'tree', 'is', 'flow-chart-like', 'structure', 'where', 'each', 'internal', 'non-leaf', 'node', 'denotes']"
en,"effect is that alive changes value (since alive was true before, this corresponds to alive","['effect', 'is', 'that', 'alive', 'change', 'value', 'since', 'alive', 'wa', 'true', 'before', 'this', 'corresponds', 'to', 'alive']"
en,"decision trees due to their added sparsity, permit non-greedy learning methods and monotonic constraints to","['decision', 'tree', 'due', 'to', 'their', 'added', 'sparsity', 'permit', 'non-greedy', 'learning', 'method', 'and', 'monotonic', 'constraint', 'to']"
en,"of occlusion, which formalizes the âpermission to changeâ for a fluent. The effect of an","['of', 'occlusion', 'which', 'formalizes', 'the', 'apermission', 'to', 'changea', 'for', 'fluent', 'the', 'effect', 'of', 'an']"
en,one implication involved.) A solution proposed by Erik Sandewall was to include a new condition,"['one', 'implication', 'involved', 'solution', 'proposed', 'by', 'erik', 'sandewall', 'wa', 'to', 'include', 'new', 'condition']"
nl,"Het wordt ook gebruikt voor diegenen die nog de oorspronkelijke keltische taal, Welsh spreken.","['het', 'wordt', 'ook', 'gebruikt', 'voor', 'diegenen', 'die', 'nog', 'de', 'oorspronkelijke', 'keltische', 'taal', 'welsh', 'spreken']"
nl,"De deelstaat Tocantins is ingedeeld in 2 mesoregio's, 8 microregio's en 139 gemeenten.","['de', 'deelstaat', 'tocantins', 'is', 'ingedeeld', 'in', 'mesoregio', 'microregio', 'en', 'gemeenten']"
nl,werd eerst in Utrecht verboden en later op verzoek van de Staten van Utrecht ook,"['werd', 'eerst', 'in', 'utrecht', 'verboden', 'en', 'later', 'op', 'verzoek', 'van', 'de', 'staten', 'van', 'utrecht', 'ook']"
nl,werden gedreven. Zoals alle hoogleraren destijds verkreeg Voetius extra inkomsten door studenten in huis te,"['werden', 'gedreven', 'zoals', 'alle', 'hoogleraren', 'destijds', 'verkreeg', 'voetius', 'extra', 'inkomsten', 'door', 'studenten', 'in', 'huis', 'te']"
en,"well with an eleventh-place finish, marking his entry into the top tiers of international competition","['well', 'with', 'an', 'eleventh-place', 'finish', 'marking', 'his', 'entry', 'into', 'the', 'top', 'tier', 'of', 'international', 'competition']"
nl,"kritiseert hij onder meer de opvatting uit de strafrechtpraktijk, dat in juridische stukken zoals een","['kritiseert', 'hij', 'onder', 'meer', 'de', 'opvatting', 'uit', 'de', 'strafrechtpraktijk', 'dat', 'in', 'juridische', 'stukken', 'zoals', 'een']"
en,"the bridge provide, this stretch of the river is now only used by recreational and","['the', 'bridge', 'provide', 'this', 'stretch', 'of', 'the', 'river', 'is', 'now', 'only', 'used', 'by', 'recreational', 'and']"
nl,Vanaf het midden van de jaren zestig scoorde de band een hele reeks aan hits,"['vanaf', 'het', 'midden', 'van', 'de', 'jaren', 'zestig', 'scoorde', 'de', 'band', 'een', 'hele', 'reek', 'aan', 'hit']"
en,"The bridge originally had its own administration, using a seal depicting it, the oldest example","['the', 'bridge', 'originally', 'had', 'it', 'own', 'administration', 'using', 'seal', 'depicting', 'it', 'the', 'oldest', 'example']"
nl,"bereiding van een simpele mosterdsoort is mosterdzaad, azijn, zout en naar smaak eventueel kruiden voldoende","['bereiding', 'van', 'een', 'simpele', 'mosterdsoort', 'is', 'mosterdzaad', 'azijn', 'zout', 'en', 'naar', 'smaak', 'eventueel', 'kruiden', 'voldoende']"
en,"Originally written in 1991, PGP was one of the first freely and publicly available implementations","['originally', 'written', 'in', 'pgp', 'wa', 'one', 'of', 'the', 'first', 'freely', 'and', 'publicly', 'available', 'implementation']"
nl,Zwart mosterdzaad is scherper dan geel of bruin mosterdzaad. Dit houdt verband met een hoger,"['zwart', 'mosterdzaad', 'is', 'scherper', 'dan', 'geel', 'of', 'bruin', 'mosterdzaad', 'dit', 'houdt', 'verband', 'met', 'een', 'hoger']"
en,"funded by Rob Theis, general partner, Doll Capital Management and Terry Garnett, general partner, Venrock","['funded', 'by', 'rob', 'theis', 'general', 'partner', 'doll', 'capital', 'management', 'and', 'terry', 'garnett', 'general', 'partner', 'venrock']"
nl,en kan zowel mannelijke als vrouwelijke geslachtscellen produceren. De soort leeft in zeer vochtige omstandigheden,"['en', 'kan', 'zowel', 'mannelijke', 'al', 'vrouwelijke', 'geslachtscellen', 'produceren', 'de', 'soort', 'leeft', 'in', 'zeer', 'vochtige', 'omstandigheden']"
en,The only preserved work by GomÃ³Åka is a collection of 150 independent compositions to the,"['the', 'only', 'preserved', 'work', 'by', 'goma3aka', 'is', 'collection', 'of', 'independent', 'composition', 'to', 'the']"
nl,werd een aantal prinsbisdommen geseculariseerd en omgezet in wereldlijke vorstendommen. De laatste prinsbisdommen verdwenen ten,"['werd', 'een', 'aantal', 'prinsbisdommen', 'geseculariseerd', 'en', 'omgezet', 'in', 'wereldlijke', 'vorstendommen', 'de', 'laatste', 'prinsbisdommen', 'verdwenen', 'ten']"
en,"the 1000 years old cedar tree, and numerous shrines. The steps and the pagoda are","['the', 'year', 'old', 'cedar', 'tree', 'and', 'numerous', 'shrine', 'the', 'step', 'and', 'the', 'pagoda', 'are']"
nl,"zijn alle gouden objecten bruin gekleurd, gelijk aan de kleur van de paarden. De, tot","['zijn', 'alle', 'gouden', 'objecten', 'bruin', 'gekleurd', 'gelijk', 'aan', 'de', 'kleur', 'van', 'de', 'paarden', 'de', 'tot']"
en,"disciplines, fostering the interchange of ideas and information among investigators, and addressing the potential integration","['discipline', 'fostering', 'the', 'interchange', 'of', 'idea', 'and', 'information', 'among', 'investigator', 'and', 'addressing', 'the', 'potential', 'integration']"
nl,"meerdere keizers gebruikt, een jaartitel was dus niet uniek. De keizer bepaalde zelf wanneer de","['meerdere', 'keizers', 'gebruikt', 'een', 'jaartitel', 'wa', 'dus', 'niet', 'uniek', 'de', 'keizer', 'bepaalde', 'zelf', 'wanneer', 'de']"
en,"history of automobile, ball bearings and motorcycle production but both Kochs Adler and Durkopp's history","['history', 'of', 'automobile', 'ball', 'bearing', 'and', 'motorcycle', 'production', 'but', 'both', 'koch', 'adler', 'and', 'durkopp', 'history']"
nl,"speelt Heren 1 in de Overgangsklasse, terwijl Dames 1 wederom in de Hoofdklasse zal acteren","['speelt', 'heren', 'in', 'de', 'overgangsklasse', 'terwijl', 'dame', 'wederom', 'in', 'de', 'hoofdklasse', 'zal', 'acteren']"
en,He is well known for his research on the development and application of validity generalization,"['he', 'is', 'well', 'known', 'for', 'his', 'research', 'on', 'the', 'development', 'and', 'application', 'of', 'validity', 'generalization']"
nl,"vochtige beemden, rietlanden, populierenbossen, en een mergelgroeve. Mergel werd hier in dagbouw gewonnen voor bodemverbetering.","['vochtige', 'beemden', 'rietlanden', 'populierenbossen', 'en', 'een', 'mergelgroeve', 'mergel', 'werd', 'hier', 'in', 'dagbouw', 'gewonnen', 'voor', 'bodemverbetering']"
en,Twenty two of Skykomish's buildings â both homes and business â were temporarily moved during the cleanup,"['twenty', 'two', 'of', 'skykomish', 'building', 'both', 'home', 'and', 'business', 'were', 'temporarily', 'moved', 'during', 'the', 'cleanup']"
nl,hebben overigens een gemengd rechtssysteem. De Hadith geniet geen absoluut gezag en is geen primaire,"['hebben', 'overigens', 'een', 'gemengd', 'rechtssysteem', 'de', 'hadith', 'geniet', 'geen', 'absoluut', 'gezag', 'en', 'is', 'geen', 'primaire']"
en,conceptual foundations and practical feasibilities of contractually constructed âcommonsâ and related bottom-up public domain initiatives,"['conceptual', 'foundation', 'and', 'practical', 'feasibility', 'of', 'contractually', 'constructed', 'acommonsa', 'and', 'related', 'bottom-up', 'public', 'domain', 'initiative']"
nl,wist in zijn eerste drie jaar bij PSV niet door te breken en moest voornamelijk,"['wist', 'in', 'zijn', 'eerste', 'drie', 'jaar', 'bij', 'psv', 'niet', 'door', 'te', 'breken', 'en', 'moest', 'voornamelijk']"
en,November of the same year he was appointed governor general and chief of garrisons regiment,"['november', 'of', 'the', 'same', 'year', 'he', 'wa', 'appointed', 'governor', 'general', 'and', 'chief', 'of', 'garrison', 'regiment']"
nl,"zoals is te zien op een gevelsteen uit de in 1945 verwoeste kerk, die in","['zoals', 'is', 'te', 'zien', 'op', 'een', 'gevelsteen', 'uit', 'de', 'in', 'verwoeste', 'kerk', 'die', 'in']"
en,"ubiquitous patrol boats fought with zeal, courage and heroism hitting Japanese warships with torpedoes when","['ubiquitous', 'patrol', 'boat', 'fought', 'with', 'zeal', 'courage', 'and', 'heroism', 'hitting', 'japanese', 'warship', 'with', 'torpedo', 'when']"
nl,"verbintenis werd het niet. Antonie hield er een jongere minnaar op na, Maximilian Mayr","['verbintenis', 'werd', 'het', 'niet', 'antonie', 'hield', 'er', 'een', 'jongere', 'minnaar', 'op', 'na', 'maximilian', 'mayr']"
en,reddish bark and the smaller twigs sometimes have bristly glandular hairs. The leaves are shiny,"['reddish', 'bark', 'and', 'the', 'smaller', 'twig', 'sometimes', 'have', 'bristly', 'glandular', 'hair', 'the', 'leaf', 'are', 'shiny']"
nl,de rechterkant een dvd in de doos geklikt worden. Aan de linkerkant kan vaak een,"['de', 'rechterkant', 'een', 'dvd', 'in', 'de', 'doos', 'geklikt', 'worden', 'aan', 'de', 'linkerkant', 'kan', 'vaak', 'een']"
en,"Her mental health deteriorated during the Second World War, Madeleine Ley definitely stopped writing. Her","['her', 'mental', 'health', 'deteriorated', 'during', 'the', 'second', 'world', 'war', 'madeleine', 'ley', 'definitely', 'stopped', 'writing', 'her']"
nl,onderhandelen. De missie mislukte doordat de Turken te hoge eisen stelden en doordat tegelijk de,"['onderhandelen', 'de', 'missie', 'mislukte', 'doordat', 'de', 'turken', 'te', 'hoge', 'eisen', 'stelden', 'en', 'doordat', 'tegelijk', 'de']"
en,in manufacturing and in chemistry. It is an alkali halide and occurs naturally as the,"['in', 'manufacturing', 'and', 'in', 'chemistry', 'it', 'is', 'an', 'alkali', 'halide', 'and', 'occurs', 'naturally', 'the']"
nl,wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in 1894 door Kuwert,"['wetenschappelijke', 'naam', 'van', 'de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'kuwert']"
en,"In 1849 he traveled to California by sea, passing through the Strait of Magellan. He","['in', 'he', 'traveled', 'to', 'california', 'by', 'sea', 'passing', 'through', 'the', 'strait', 'of', 'magellan', 'he']"
nl,een Nederlands tv-productiebedrijf van Beau van Erven Dorens en Willem Brom. Het werd opgericht medio,"['een', 'nederland', 'tv-productiebedrijf', 'van', 'beau', 'van', 'erven', 'dorens', 'en', 'willem', 'brom', 'het', 'werd', 'opgericht', 'medio']"
en,honoured by the University of Bedfordshire with a Doctor of Science degree in recognition of,"['honoured', 'by', 'the', 'university', 'of', 'bedfordshire', 'with', 'doctor', 'of', 'science', 'degree', 'in', 'recognition', 'of']"
nl,behoort tot het geslacht Tamopsis. De wetenschappelijke naam van de soort werd voor het eerst,"['behoort', 'tot', 'het', 'geslacht', 'tamopsis', 'de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'werd', 'voor', 'het', 'eerst']"
en,collection of ambient works. The album was recorded primarily at his home studio with the,"['collection', 'of', 'ambient', 'work', 'the', 'album', 'wa', 'recorded', 'primarily', 'at', 'his', 'home', 'studio', 'with', 'the']"
nl,"gerealiseerd dat hij niet namens deze organisatie contacten met de gemeente had moeten leggen, omdat","['gerealiseerd', 'dat', 'hij', 'niet', 'namens', 'deze', 'organisatie', 'contacten', 'met', 'de', 'gemeente', 'had', 'moeten', 'leggen', 'omdat']"
en,small groups until mid-November when the cadre received passage home. The remaining personnel of the,"['small', 'group', 'until', 'mid-november', 'when', 'the', 'cadre', 'received', 'passage', 'home', 'the', 'remaining', 'personnel', 'of', 'the']"
nl,een vlinder uit de familie van de spanners (Geometridae).[1] De wetenschappelijke naam van de soor,"['een', 'vlinder', 'uit', 'de', 'familie', 'van', 'de', 'spanner', 'geometridae', 'de', 'wetenschappelijke', 'naam', 'van', 'de', 'soor']"
en,"In the absence of enzymic catalysis, hydrolysis reactions of simple polyphosphates such as pyrophosphate, linear","['in', 'the', 'absence', 'of', 'enzymic', 'catalysis', 'hydrolysis', 'reaction', 'of', 'simple', 'polyphosphate', 'such', 'pyrophosphate', 'linear']"
nl,Tankwagens bevoorraden het tankstation om de eigen vervoermiddelen en de generatoren van brandstof te voorzien,"['tankwagens', 'bevoorraden', 'het', 'tankstation', 'om', 'de', 'eigen', 'vervoermiddelen', 'en', 'de', 'generatoren', 'van', 'brandstof', 'te', 'voorzien']"
en,"Pyrophosphates were originally prepared by heating phosphates (pyro from the Greek, meaning ""fire""). They generally","['pyrophosphate', 'were', 'originally', 'prepared', 'by', 'heating', 'phosphate', 'pyro', 'from', 'the', 'greek', 'meaning', 'fire', 'they', 'generally']"
nl,Daarnaast bevinden er zich de Survey-telescopen VISTA en VST. De atmosfeer boven de bergtop wordt,"['daarnaast', 'bevinden', 'er', 'zich', 'de', 'survey-telescopen', 'vista', 'en', 'vst', 'de', 'atmosfeer', 'boven', 'de', 'bergtop', 'wordt']"
en,"Aruba seceded in 1986 as a separate country within the Kingdom of the Netherlands, and","['aruba', 'seceded', 'in', 'separate', 'country', 'within', 'the', 'kingdom', 'of', 'the', 'netherlands', 'and']"
nl,het geslacht Nymphon. Nymphon conirostrum werd in 1973 voor het eerst wetenschappelijk beschreven door Stock,"['het', 'geslacht', 'nymphon', 'nymphon', 'conirostrum', 'werd', 'in', 'voor', 'het', 'eerst', 'wetenschappelijk', 'beschreven', 'door', 'stock']"
en,"12 buildings. The property was used every summer as their mountain retreat for women, guests","['building', 'the', 'property', 'wa', 'used', 'every', 'summer', 'their', 'mountain', 'retreat', 'for', 'woman', 'guest']"
nl,Aphanocephalus potamophilus is een keversoort uit de familie Discolomatidae. De wetenschappelijke naam van de soort,"['aphanocephalus', 'potamophilus', 'is', 'een', 'keversoort', 'uit', 'de', 'familie', 'discolomatidae', 'de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort']"
en,grilles aft of the roof access ladder. All these units had round headlamps and rounded,"['grille', 'aft', 'of', 'the', 'roof', 'access', 'ladder', 'all', 'these', 'unit', 'had', 'round', 'headlamp', 'and', 'rounded']"
nl,bekend na elf jaar te stoppen met schaatsen vanwege het gebrek aan motivatie om zichzelf,"['bekend', 'na', 'elf', 'jaar', 'te', 'stoppen', 'met', 'schaatsen', 'vanwege', 'het', 'gebrek', 'aan', 'motivatie', 'om', 'zichzelf']"
en,The fertilised eggs are buried in gravel. The average clutch size is about 65 eggs,"['the', 'fertilised', 'egg', 'are', 'buried', 'in', 'gravel', 'the', 'average', 'clutch', 'size', 'is', 'about', 'egg']"
nl,universiteit verbonden bij de vakgroep psychologie van arbeid & organisatie van het Psychologisch laboratorium. In,"['universiteit', 'verbonden', 'bij', 'de', 'vakgroep', 'psychologie', 'van', 'arbeid', 'organisatie', 'van', 'het', 'psychologisch', 'laboratorium', 'in']"
en,"Belshe started his career at Hewlett Packard, followed by Silicon Valley startup Netscape Communications Corp","['belshe', 'started', 'his', 'career', 'at', 'hewlett', 'packard', 'followed', 'by', 'silicon', 'valley', 'startup', 'netscape', 'communication', 'corp']"
nl,"Knight werd in de categorie Uitstekende Jonge Hoofdrolspeler in een Dramaserie in 2005, 1999, 1998","['knight', 'werd', 'in', 'de', 'categorie', 'uitstekende', 'jonge', 'hoofdrolspeler', 'in', 'een', 'dramaserie', 'in']"
en,"teaism in works dating from early efforts at illustrating sadÅ in English, focusing on its","['teaism', 'in', 'work', 'dating', 'from', 'early', 'effort', 'at', 'illustrating', 'sada', 'in', 'english', 'focusing', 'on', 'it']"
nl,De gemeente maakt deel uit van het arrondissement Toul en sinds 22 maart 2015 van,"['de', 'gemeente', 'maakt', 'deel', 'uit', 'van', 'het', 'arrondissement', 'toul', 'en', 'sind', 'maart', 'van']"
en,two elder sisters remained at Hohenburg where each served as abbess. At her own death,"['two', 'elder', 'sister', 'remained', 'at', 'hohenburg', 'where', 'each', 'served', 'abbess', 'at', 'her', 'own', 'death']"
nl,dat letterlijk 'boerenhemd' betekent. Gesmokte kleding werd destijds dan ook veel gedragen door boerenfamilies. Hoe,"['dat', 'letterlijk', 'boerenhemd', 'betekent', 'gesmokte', 'kleding', 'werd', 'destijds', 'dan', 'ook', 'veel', 'gedragen', 'door', 'boerenfamilies', 'hoe']"
en,"impairment in all four limbs. In 2008, BBC Sport defined this classification was ""ARW1: spinal","['impairment', 'in', 'all', 'four', 'limb', 'in', 'bbc', 'sport', 'defined', 'this', 'classification', 'wa', 'arw', 'spinal']"
nl,persoonlijk raadsheer was van de koning van Pruisen. Daarna werd het kasteel meerdere malen verkocht,"['persoonlijk', 'raadsheer', 'wa', 'van', 'de', 'koning', 'van', 'pruisen', 'daarna', 'werd', 'het', 'kasteel', 'meerdere', 'malen', 'verkocht']"
en,"brick veneer, with stepped facades in an Art Moderne style. They were built about 1947","['brick', 'veneer', 'with', 'stepped', 'facade', 'in', 'an', 'art', 'moderne', 'style', 'they', 'were', 'built', 'about']"
nl,De onderstaande kaart toont de ligging van Beauvais-sur-Tescou met de belangrijkste infrastructuur en aangrenzende gemeenten,"['de', 'onderstaande', 'kaart', 'toont', 'de', 'ligging', 'van', 'beauvais-sur-tescou', 'met', 'de', 'belangrijkste', 'infrastructuur', 'en', 'aangrenzende', 'gemeenten']"
en,"The title itself is an allusion to Danny's well-publicized 2006 ""retirement"" in which he decided","['the', 'title', 'itself', 'is', 'an', 'allusion', 'to', 'danny', 'well-publicized', 'retirement', 'in', 'which', 'he', 'decided']"
nl,Wery won met het Nederlands team een zilveren medaille op de Olympische Zomerspelen in 1952,"['wery', 'won', 'met', 'het', 'nederland', 'team', 'een', 'zilveren', 'medaille', 'op', 'de', 'olympische', 'zomerspelen', 'in']"
en,Offensive Coordinator and Offensive line coach for the football team for 21 years. He was,"['offensive', 'coordinator', 'and', 'offensive', 'line', 'coach', 'for', 'the', 'football', 'team', 'for', 'year', 'he', 'wa']"
nl,Met de bouw van de kathedraal werd in 1853 begonnen op een stuk grond dat,"['met', 'de', 'bouw', 'van', 'de', 'kathedraal', 'werd', 'in', 'begonnen', 'op', 'een', 'stuk', 'grond', 'dat']"
en,front of the governor's home. Some protesters also attempted to enter the chief ministers home,"['front', 'of', 'the', 'governor', 'home', 'some', 'protester', 'also', 'attempted', 'to', 'enter', 'the', 'chief', 'minister', 'home']"
nl,Hij laat dan ook duidelijk uitkomen dat het werk voor de helpers zekere geestelijke risicoâs,"['hij', 'laat', 'dan', 'ook', 'duidelijk', 'uitkomen', 'dat', 'het', 'werk', 'voor', 'de', 'helper', 'zekere', 'geestelijke', 'risicoas']"
en,"Illinois Supreme Court, a briefing Attorney, Texas Court of Appeals, and a city attorney in","['illinois', 'supreme', 'court', 'briefing', 'attorney', 'texas', 'court', 'of', 'appeal', 'and', 'city', 'attorney', 'in']"
nl,Het kerkgebouw werd herhaaldelijk verwoest en in brand gestoken; in 1508 door Deense piraten en,"['het', 'kerkgebouw', 'werd', 'herhaaldelijk', 'verwoest', 'en', 'in', 'brand', 'gestoken', 'in', 'door', 'deense', 'piraten', 'en']"
en,"three candidates selected by the Republican convention for the June 24, 2008 Republican primary, which","['three', 'candidate', 'selected', 'by', 'the', 'republican', 'convention', 'for', 'the', 'june', 'republican', 'primary', 'which']"
nl,Hij werd politiek actief voor de PVV (tot 1961 Liberale Partij en vanaf 1992 de,"['hij', 'werd', 'politiek', 'actief', 'voor', 'de', 'pvv', 'tot', 'liberale', 'partij', 'en', 'vanaf', 'de']"
en,"San Francisco, this fourth season was produced by KKI Productions, and a 2007 Honda Accord","['san', 'francisco', 'this', 'fourth', 'season', 'wa', 'produced', 'by', 'kki', 'production', 'and', 'honda', 'accord']"
nl,"Roager is een plaats in de Deense regio Zuid-Denemarken, gemeente Esbjerg, en telt 333 inwoners","['roager', 'is', 'een', 'plaats', 'in', 'de', 'deense', 'regio', 'zuid-denemarken', 'gemeente', 'esbjerg', 'en', 'telt', 'inwoners']"
en,in the brain coordinate to create a unified sense of a coherent mind by comparing,"['in', 'the', 'brain', 'coordinate', 'to', 'create', 'unified', 'sense', 'of', 'coherent', 'mind', 'by', 'comparing']"
nl,houten zittribune â de oorspronkelijke houten tribune brandde in 1933 af â over de gehele lengte van,"['houten', 'zittribune', 'de', 'oorspronkelijke', 'houten', 'tribune', 'brandde', 'in', 'af', 'over', 'de', 'gehele', 'lengte', 'van']"
en,"and onto adulthood. The five plays are: Where Weâre Born, Ashville, Killers and Other Family","['and', 'onto', 'adulthood', 'the', 'five', 'play', 'are', 'where', 'weare', 'born', 'ashville', 'killer', 'and', 'other', 'family']"
nl,Himalaya en een paar streken in Indochina. Daar komt deze gier nog voor in half,"['himalaya', 'en', 'een', 'paar', 'streken', 'in', 'indochina', 'daar', 'komt', 'deze', 'gier', 'nog', 'voor', 'in', 'half']"
en,"after successful defence of doctoral dissertation in Tblisi, Aida Imanguliyeva became the first woman-doctor of","['after', 'successful', 'defence', 'of', 'doctoral', 'dissertation', 'in', 'tblisi', 'aida', 'imanguliyeva', 'became', 'the', 'first', 'woman-doctor', 'of']"
nl,Van de film verscheen een soundtrackalbum met songs van Johnny Cash met Carl Perkins en,"['van', 'de', 'film', 'verscheen', 'een', 'soundtrackalbum', 'met', 'song', 'van', 'johnny', 'cash', 'met', 'carl', 'perkins', 'en']"
en,Montenegrin revolution. Buteanu asked Avram Iancu to advocate in the National Committee to take action,"['montenegrin', 'revolution', 'buteanu', 'asked', 'avram', 'iancu', 'to', 'advocate', 'in', 'the', 'national', 'committee', 'to', 'take', 'action']"
nl,"Tijdens de opmars werd het bataljon voortdurend bestookt met artillerie, machinegeweren en mortieren. De opmars","['tijdens', 'de', 'opmars', 'werd', 'het', 'bataljon', 'voortdurend', 'bestookt', 'met', 'artillerie', 'machinegeweren', 'en', 'mortieren', 'de', 'opmars']"
en,"annual return from 1994 to 2016. Initially, it received $50 million from Tom Steyer's Farallon","['annual', 'return', 'from', 'to', 'initially', 'it', 'received', 'million', 'from', 'tom', 'steyer', 'farallon']"
nl,"Hierin speelde hij Tony, het kleine jongetje dat zo graag The Flash wil zijn. In 2004","['hierin', 'speelde', 'hij', 'tony', 'het', 'kleine', 'jongetje', 'dat', 'zo', 'graag', 'the', 'flash', 'wil', 'zijn', 'in']"
nl,De wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in 1888 door Moore.,"['de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'is', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in', 'door', 'moore']"
nl,"De Darod, vormen een van de belangrijkste Somalische clans.","['de', 'darod', 'vormen', 'een', 'van', 'de', 'belangrijkste', 'somalische', 'clan']"
nl,Deze pagina is voor het laatst bewerkt op 14 dec 2019 om 17:31.,"['deze', 'pagina', 'is', 'voor', 'het', 'laatst', 'bewerkt', 'op', 'dec', 'om']"
nl,"De tekst is beschikbaar onder de licentie Creative Commons Naamsvermelding/Gelijk delen, er kunnen aanvullende voorwaarden van toepassing zijn.","['de', 'tekst', 'is', 'beschikbaar', 'onder', 'de', 'licentie', 'creative', 'common', 'naamsvermelding', 'gelijk', 'delen', 'er', 'kunnen', 'aanvullende', 'voorwaarden', 'van', 'toepassing', 'zijn']"
nl,Zie de gebruiksvoorwaarden voor meer informatie.,"['zie', 'de', 'gebruiksvoorwaarden', 'voor', 'meer', 'informatie']"
en,Residents of the small village greet the newly arrived colonist,"['resident', 'of', 'the', 'small', 'village', 'greet', 'the', 'newly', 'arrived', 'colonist']"
en,eturn to the mainland and try to start over. Horn separates itself,"['eturn', 'to', 'the', 'mainland', 'and', 'try', 'to', 'start', 'over', 'horn', 'separate', 'itself']"
en, Esther's fiancÃ© is followed by a quarrel and exchanged gunshots.,"['esther', 'fianca(c)', 'is', 'followed', 'by', 'quarrel', 'and', 'exchanged', 'gunshot']"
en,"this is just a sample sentence you should just ignore it,don't read it.","['this', 'is', 'just', 'sample', 'sentence', 'you', 'should', 'just', 'ignore', 'it', 'don', 'read', 'it']"
nl,"Bij de tussentijdse verkiezingen van 1906 verdwijnen Louis Van den Broeck (Katholiek), Adolf Daens (Daensist)","['bij', 'de', 'tussentijdse', 'verkiezingen', 'van', 'verdwijnen', 'louis', 'van', 'den', 'broeck', 'katholiek', 'adolf', 'daens', 'daensist']"
nl, wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd door,"['wetenschappelijke', 'naam', 'van', 'de', 'soort', 'werd', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'door']"
nl,zijn vormen als hoes en moes bijvoorbeeld typisch. Gesteld dat bovenstaande situatie daadwerkelijk,"['zijn', 'vormen', 'al', 'hoe', 'en', 'moes', 'bijvoorbeeld', 'typisch', 'gesteld', 'dat', 'bovenstaande', 'situatie', 'daadwerkelijk']"
nl,"zijn herdrukt zijn significant verkort ten opzichte van de oorspronkelijke versies. Bijvoorbeeld in ""Mijn Leuk Woordenboek"" zijn","['zijn', 'herdrukt', 'zijn', 'significant', 'verkort', 'ten', 'opzichte', 'van', 'de', 'oorspronkelijke', 'versies', 'bijvoorbeeld', 'in', 'mijn', 'leuk', 'woordenboek', 'zijn']"
nl,De wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd in 20,"['de', 'wetenschappelijke', 'naam', 'van', 'de', 'soort', 'werd', 'voor', 'het', 'eerst', 'geldig', 'gepubliceerd', 'in']"
en,"Despite this they were popular with their crews, encouraged by the French practice","['despite', 'this', 'they', 'were', 'popular', 'with', 'their', 'crew', 'encouraged', 'by', 'the', 'french', 'practice']"
nl,eerder uitgebarsten vulkaan uit hetjaar geleden gevormd boven op een,"['eerder', 'uitgebarsten', 'vulkaan', 'uit', 'hetjaar', 'geleden', 'gevormd', 'boven', 'op', 'een']"
en,Anothrt example.This is really abrupt lets check what is happening,"['anothrt', 'example', 'this', 'is', 'really', 'abrupt', 'let', 'check', 'what', 'is', 'happening']"
en,"Andy Everson (born 1972) is a contemporary Native American Artist born in Comox, British Columbia.","['andy', 'everson', 'born', 'is', 'contemporary', 'native', 'american', 'artist', 'born', 'in', 'comox', 'british', 'columbia']"
en,"He was named Nagedzi after Chief Andy Frank, who was his grandfather. His artworks are","['he', 'wa', 'named', 'nagedzi', 'after', 'chief', 'andy', 'frank', 'who', 'wa', 'his', 'grandfather', 'his', 'artwork', 'are']"
en,greatly influenced by his Comox and Kwakwaka'wakw ancestries. His artwork is said to,"['greatly', 'influenced', 'by', 'his', 'comox', 'and', 'kwakwaka', 'wakw', 'ancestry', 'his', 'artwork', 'is', 'said', 'to']"
en,"be magnificent, beautiful and bountiful and presents strong imagery, tells a tale, sings a song,","['be', 'magnificent', 'beautiful', 'and', 'bountiful', 'and', 'present', 'strong', 'imagery', 'tell', 'tale', 'sings', 'song']"
en,"passes on a legend, dispels myth and in general fills the spirit and the body","['pass', 'on', 'legend', 'dispels', 'myth', 'and', 'in', 'general', 'fill', 'the', 'spirit', 'and', 'the', 'body']"
nl,"Emre AÅÄ±k (Bursa, 13 december 1973) is een Turkse voetballer, die in 2010 zijn actieve","['emre', 'aaa+-k', 'bursa', 'december', 'is', 'een', 'turkse', 'voetballer', 'die', 'in', 'zijn', 'actieve']"
