Language,Text,texto_tokenizado
en,collection of ambient works. The album was recorded primarily at his home studio with the,"['with', 'studio', 'recorded', 'ambient', 'at', 'his', 'collection', 'primarily', 'work']"
nl,"gerealiseerd dat hij niet namens deze organisatie contacten met de gemeente had moeten leggen, omdat","['niet', 'moeten', 'gemeente', 'organisatie', 'namens', 'leggen', 'omdat', 'hij', 'gerealiseerd', 'contacten', 'dat', 'deze']"
en,small groups until mid-November when the cadre received passage home. The remaining personnel of the,"['cadre', 'group', 'when', 'passage', 'mid-november', 'remaining', 'received', 'until', 'personnel']"
nl,een vlinder uit de familie van de spanners (Geometridae).[1] De wetenschappelijke naam van de soor,"['uit', 'geometridae', 'spanner', 'naam', 'familie', 'soor', 'wetenschappelijke', 'vlinder', 'een']"
en,"In the absence of enzymic catalysis, hydrolysis reactions of simple polyphosphates such as pyrophosphate, linear","['absence', 'polyphosphate', 'enzymic', 'such', 'reaction', 'simple', 'linear', 'pyrophosphate', 'catalysis', 'hydrolysis']"
nl,Tankwagens bevoorraden het tankstation om de eigen vervoermiddelen en de generatoren van brandstof te voorzien,"['vervoermiddelen', 'brandstof', 'tankwagens', 'generatoren', 'bevoorraden', 'voorzien', 'eigen', 'het', 'te', 'om', 'tankstation']"
en,"Pyrophosphates were originally prepared by heating phosphates (pyro from the Greek, meaning ""fire""). They generally","['they', 'meaning', 'prepared', 'originally', 'greek', 'fire', 'heating', 'from', 'phosphate', 'by', 'pyrophosphate', 'were', 'generally', 'pyro']"
nl,Daarnaast bevinden er zich de Survey-telescopen VISTA en VST. De atmosfeer boven de bergtop wordt,"['daarnaast', 'wordt', 'atmosfeer', 'vst', 'bergtop', 'bevinden', 'boven', 'er', 'zich', 'vista', 'survey-telescopen']"
en,"Aruba seceded in 1986 as a separate country within the Kingdom of the Netherlands, and","['kingdom', 'seceded', 'separate', 'country', 'within', 'aruba', 'netherlands']"
nl,het geslacht Nymphon. Nymphon conirostrum werd in 1973 voor het eerst wetenschappelijk beschreven door Stock,"['beschreven', 'door', 'eerst', 'voor', 'conirostrum', 'het', 'nymphon', 'werd', 'geslacht', 'wetenschappelijk']"
en,"12 buildings. The property was used every summer as their mountain retreat for women, guests","['their', 'retreat', 'for', 'used', 'property', 'building', 'woman', 'every', 'guest', 'summer', 'mountain']"
nl,Aphanocephalus potamophilus is een keversoort uit de familie Discolomatidae. De wetenschappelijke naam van de soort,"['keversoort', 'uit', 'aphanocephalus', 'soort', 'naam', 'potamophilus', 'familie', 'wetenschappelijke', 'een', 'discolomatidae']"
en,grilles aft of the roof access ladder. All these units had round headlamps and rounded,"['aft', 'all', 'round', 'these', 'rounded', 'access', 'headlamp', 'grille', 'unit', 'ladder', 'roof']"
nl,bekend na elf jaar te stoppen met schaatsen vanwege het gebrek aan motivatie om zichzelf,"['gebrek', 'na', 'motivatie', 'schaatsen', 'elf', 'vanwege', 'jaar', 'bekend', 'zichzelf', 'stoppen', 'het', 'te', 'om', 'aan']"
en,The fertilised eggs are buried in gravel. The average clutch size is about 65 eggs,"['fertilised', 'egg', 'buried', 'about', 'gravel', 'clutch', 'size', 'average', 'are']"
nl,universiteit verbonden bij de vakgroep psychologie van arbeid & organisatie van het Psychologisch laboratorium. In,"['laboratorium', 'organisatie', 'vakgroep', 'arbeid', 'universiteit', 'verbonden', 'psychologie', 'het', 'psychologisch', 'bij']"
en,"Belshe started his career at Hewlett Packard, followed by Silicon Valley startup Netscape Communications Corp","['netscape', 'packard', 'communication', 'followed', 'career', 'started', 'his', 'by', 'startup', 'at', 'corp', 'hewlett', 'belshe']"
nl,"Knight werd in de categorie Uitstekende Jonge Hoofdrolspeler in een Dramaserie in 2005, 1999, 1998","['knight', 'categorie', 'hoofdrolspeler', 'dramaserie', 'uitstekende', 'werd', 'een', 'jonge']"
en,"teaism in works dating from early efforts at illustrating sadÅ in English, focusing on its","['on', 'sada', 'english', 'from', 'at', 'dating', 'effort', 'illustrating', 'teaism', 'work', 'focusing', 'early']"
nl,De gemeente maakt deel uit van het arrondissement Toul en sinds 22 maart 2015 van,"['maakt', 'uit', 'arrondissement', 'deel', 'gemeente', 'sind', 'toul', 'maart', 'het']"
en,two elder sisters remained at Hohenburg where each served as abbess. At her own death,"['each', 'own', 'sister', 'her', 'elder', 'hohenburg', 'where', 'death', 'served', 'two', 'at', 'remained', 'abbess']"
nl,dat letterlijk 'boerenhemd' betekent. Gesmokte kleding werd destijds dan ook veel gedragen door boerenfamilies. Hoe,"['destijds', 'veel', 'gedragen', 'boerenfamilies', 'kleding', 'door', 'gesmokte', 'ook', 'dan', 'hoe', 'werd', 'letterlijk', 'dat', 'betekent', 'boerenhemd']"
en,"impairment in all four limbs. In 2008, BBC Sport defined this classification was ""ARW1: spinal","['limb', 'sport', 'spinal', 'all', 'arw', 'this', 'defined', 'four', 'classification', 'impairment', 'bbc']"
nl,persoonlijk raadsheer was van de koning van Pruisen. Daarna werd het kasteel meerdere malen verkocht,"['persoonlijk', 'verkocht', 'raadsheer', 'meerdere', 'daarna', 'koning', 'malen', 'pruisen', 'het', 'werd', 'kasteel']"
en,"brick veneer, with stepped facades in an Art Moderne style. They were built about 1947","['they', 'were', 'with', 'style', 'veneer', 'stepped', 'art', 'brick', 'moderne', 'built', 'about', 'facade', 'an']"
nl,De onderstaande kaart toont de ligging van Beauvais-sur-Tescou met de belangrijkste infrastructuur en aangrenzende gemeenten,"['beauvais-sur-tescou', 'onderstaande', 'infrastructuur', 'aangrenzende', 'kaart', 'belangrijkste', 'gemeenten', 'ligging', 'toont']"
en,"The title itself is an allusion to Danny's well-publicized 2006 ""retirement"" in which he decided","['which', 'allusion', 'retirement', 'danny', 'he', 'itself', 'decided', 'well-publicized', 'title', 'to', 'an']"
nl,Wery won met het Nederlands team een zilveren medaille op de Olympische Zomerspelen in 1952,"['zomerspelen', 'wery', 'op', 'medaille', 'nederland', 'het', 'zilveren', 'een', 'olympische']"
en,Offensive Coordinator and Offensive line coach for the football team for 21 years. He was,"['offensive', 'coach', 'football', 'for', 'year', 'line', 'coordinator', 'he']"
nl,Met de bouw van de kathedraal werd in 1853 begonnen op een stuk grond dat,"['kathedraal', 'bouw', 'op', 'stuk', 'grond', 'begonnen', 'dat', 'een', 'werd']"
en,front of the governor's home. Some protesters also attempted to enter the chief ministers home,"['enter', 'governor', 'also', 'protester', 'attempted', 'minister', 'front', 'some', 'to']"
nl,Hij laat dan ook duidelijk uitkomen dat het werk voor de helpers zekere geestelijke risicoâs,"['laat', 'werk', 'voor', 'zekere', 'ook', 'dan', 'geestelijke', 'duidelijk', 'hij', 'helper', 'risicoas', 'het', 'dat', 'uitkomen']"
en,"Illinois Supreme Court, a briefing Attorney, Texas Court of Appeals, and a city attorney in","['briefing', 'court', 'appeal', 'texas', 'attorney', 'supreme']"
nl,Het kerkgebouw werd herhaaldelijk verwoest en in brand gestoken; in 1508 door Deense piraten en,"['gestoken', 'herhaaldelijk', 'door', 'brand', 'deense', 'kerkgebouw', 'het', 'werd', 'piraten', 'verwoest']"
en,"three candidates selected by the Republican convention for the June 24, 2008 Republican primary, which","['which', 'selected', 'for', 'three', 'candidate', 'by', 'republican', 'convention', 'june', 'primary']"
nl,Hij werd politiek actief voor de PVV (tot 1961 Liberale Partij en vanaf 1992 de,"['pvv', 'vanaf', 'tot', 'politiek', 'voor', 'liberale', 'hij', 'actief', 'werd', 'partij']"
en,"San Francisco, this fourth season was produced by KKI Productions, and a 2007 Honda Accord","['fourth', 'this', 'production', 'by', 'kki', 'produced', 'season', 'accord']"
nl,"Roager is een plaats in de Deense regio Zuid-Denemarken, gemeente Esbjerg, en telt 333 inwoners","['telt', 'gemeente', 'plaats', 'regio', 'zuid-denemarken', 'esbjerg', 'deense', 'een', 'inwoners', 'roager']"
en,in the brain coordinate to create a unified sense of a coherent mind by comparing,"['sense', 'coordinate', 'brain', 'coherent', 'create', 'by', 'comparing', 'unified', 'mind', 'to']"
nl,houten zittribune â de oorspronkelijke houten tribune brandde in 1933 af â over de gehele lengte van,"['af', 'brandde', 'gehele', 'zittribune', 'tribune', 'houten', 'oorspronkelijke', 'lengte']"
en,"and onto adulthood. The five plays are: Where Weâre Born, Ashville, Killers and Other Family","['onto', 'adulthood', 'family', 'other', 'where', 'born', 'five', 'play', 'killer', 'weare', 'are', 'ashville']"
nl,Himalaya en een paar streken in Indochina. Daar komt deze gier nog voor in half,"['komt', 'deze', 'gier', 'indochina', 'voor', 'streken', 'nog', 'paar', 'half', 'himalaya', 'een', 'daar']"
en,"after successful defence of doctoral dissertation in Tblisi, Aida Imanguliyeva became the first woman-doctor of","['became', 'after', 'dissertation', 'aida', 'imanguliyeva', 'defence', 'tblisi', 'successful', 'doctoral', 'woman-doctor']"
nl,Van de film verscheen een soundtrackalbum met songs van Johnny Cash met Carl Perkins en,"['johnny', 'cash', 'perkins', 'verscheen', 'carl', 'soundtrackalbum', 'een']"
en,Montenegrin revolution. Buteanu asked Avram Iancu to advocate in the National Committee to take action,"['avram', 'take', 'asked', 'revolution', 'buteanu', 'committee', 'iancu', 'advocate', 'montenegrin', 'to', 'action']"
nl,"Tijdens de opmars werd het bataljon voortdurend bestookt met artillerie, machinegeweren en mortieren. De opmars","['artillerie', 'mortieren', 'tijdens', 'bataljon', 'machinegeweren', 'opmars', 'bestookt', 'voortdurend', 'het', 'werd']"
en,"annual return from 1994 to 2016. Initially, it received $50 million from Tom Steyer's Farallon","['steyer', 'to', 'tom', 'from', 'initially', 'million', 'received', 'return', 'annual', 'farallon']"
nl,"Hierin speelde hij Tony, het kleine jongetje dat zo graag The Flash wil zijn. In 2004","['kleine', 'flash', 'zo', 'zijn', 'graag', 'speelde', 'jongetje', 'hij', 'hierin', 'het', 'dat', 'wil']"
nl,De wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in 1888 door Moore.,"['soort', 'door', 'eerst', 'voor', 'moore', 'naam', 'geldig', 'gepubliceerd', 'het', 'wetenschappelijke']"
nl,"De Darod, vormen een van de belangrijkste Somalische clans.","['belangrijkste', 'vormen', 'darod', 'een', 'somalische']"
nl,Deze pagina is voor het laatst bewerkt op 14 dec 2019 om 17:31.,"['bewerkt', 'laatst', 'dec', 'voor', 'op', 'pagina', 'het', 'om', 'deze']"
nl,"De tekst is beschikbaar onder de licentie Creative Commons Naamsvermelding/Gelijk delen, er kunnen aanvullende voorwaarden van toepassing zijn.","['tekst', 'delen', 'onder', 'licentie', 'zijn', 'creative', 'kunnen', 'beschikbaar', 'toepassing', 'er', 'gelijk', 'aanvullende', 'naamsvermelding', 'voorwaarden']"
nl,Zie de gebruiksvoorwaarden voor meer informatie.,"['gebruiksvoorwaarden', 'informatie', 'voor', 'meer', 'zie']"
en,Residents of the small village greet the newly arrived colonist,"['arrived', 'newly', 'resident', 'colonist', 'greet']"
en,eturn to the mainland and try to start over. Horn separates itself,"['separate', 'itself', 'try', 'mainland', 'eturn', 'to', 'horn']"
en, Esther's fiancÃ© is followed by a quarrel and exchanged gunshots.,"['followed', 'gunshot', 'fianca(c)', 'by', 'esther', 'quarrel', 'exchanged']"
en,"this is just a sample sentence you should just ignore it,don't read it.","['don', 'sentence', 'you', 'should', 'this', 'just', 'sample', 'read', 'ignore']"
nl,"Bij de tussentijdse verkiezingen van 1906 verdwijnen Louis Van den Broeck (Katholiek), Adolf Daens (Daensist)","['daensist', 'tussentijdse', 'broeck', 'adolf', 'verdwijnen', 'den', 'daens', 'katholiek', 'verkiezingen', 'bij']"
nl, wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd door,"['soort', 'door', 'eerst', 'voor', 'naam', 'geldig', 'gepubliceerd', 'het', 'werd', 'wetenschappelijke']"
nl,zijn vormen als hoes en moes bijvoorbeeld typisch. Gesteld dat bovenstaande situatie daadwerkelijk,"['al', 'bijvoorbeeld', 'situatie', 'moes', 'typisch', 'zijn', 'daadwerkelijk', 'gesteld', 'vormen', 'bovenstaande', 'hoe', 'dat']"
nl,"zijn herdrukt zijn significant verkort ten opzichte van de oorspronkelijke versies. Bijvoorbeeld in ""Mijn Leuk Woordenboek"" zijn","['bijvoorbeeld', 'oorspronkelijke', 'leuk', 'zijn', 'herdrukt', 'verkort', 'opzichte', 'mijn', 'woordenboek', 'significant', 'ten', 'versies']"
nl,De wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd in 20,"['soort', 'eerst', 'voor', 'naam', 'geldig', 'gepubliceerd', 'het', 'werd', 'wetenschappelijke']"
en,"Despite this they were popular with their crews, encouraged by the French practice","['despite', 'they', 'with', 'french', 'this', 'their', 'practice', 'crew', 'by', 'encouraged', 'were']"
nl,eerder uitgebarsten vulkaan uit hetjaar geleden gevormd boven op een,"['uit', 'gevormd', 'hetjaar', 'vulkaan', 'op', 'boven', 'geleden', 'eerder', 'uitgebarsten', 'een']"
en,Anothrt example.This is really abrupt lets check what is happening,"['let', 'example', 'this', 'abrupt', 'check', 'anothrt', 'happening', 'what', 'really']"
en,"Andy Everson (born 1972) is a contemporary Native American Artist born in Comox, British Columbia.","['british', 'columbia', 'american', 'born', 'andy', 'native', 'comox', 'everson', 'contemporary']"
en,"He was named Nagedzi after Chief Andy Frank, who was his grandfather. His artworks are","['after', 'grandfather', 'artwork', 'nagedzi', 'who', 'his', 'andy', 'named', 'are', 'he']"
en,greatly influenced by his Comox and Kwakwaka'wakw ancestries. His artwork is said to,"['ancestry', 'influenced', 'kwakwaka', 'artwork', 'by', 'his', 'wakw', 'comox', 'to', 'said', 'greatly']"
en,"be magnificent, beautiful and bountiful and presents strong imagery, tells a tale, sings a song,","['present', 'beautiful', 'tale', 'bountiful', 'strong', 'be', 'magnificent', 'imagery', 'sings', 'tell']"
en,"passes on a legend, dispels myth and in general fills the spirit and the body","['spirit', 'on', 'dispels', 'myth', 'general', 'fill', 'body', 'legend', 'pass']"
nl,"Emre AÅÄ±k (Bursa, 13 december 1973) is een Turkse voetballer, die in 2010 zijn actieve","['emre', 'voetballer', 'bursa', 'een', 'zijn', 'turkse', 'die', 'actieve', 'aaa+-k']"
nl,"carriÃ¨re beÃ«indigde bij Galatasaray. Zijn vroegere clubs zijn FenerbahÃ§e, Istanbulspor en BeÅiktaÅ. Hij maakt ook","['maakt', 'galatasaray', 'fenerbahaSSe', 'zijn', 'carria""re', 'bea<<indigde', 'istanbulspor', 'ook', 'hij', 'vroegere', 'beaiktaa', 'bij']"
nl,"deel uit van het Turks voetbalelftal, waarmee hij in 2002 aan de wereldbeker deelnam. AÅÄ±k","['voetbalelftal', 'uit', 'deel', 'waarmee', 'wereldbeker', 'aaa+-k', 'hij', 'turk', 'het', 'deelnam', 'aan']"
nl,maakte zijn interlanddebuut op 27 oktober 1993 in de wedstrijd Turkije-Polen. Marcellis was een,"['maakte', 'zijn', 'wedstrijd', 'op', 'interlanddebuut', 'turkije-polen', 'oktober', 'een', 'marcellis']"
nl,zoon van de schrijnwerker Pierre Marcellis en van Marie Boon. Hij trouwde met JosÃ©phine Regnier.,"['regnier', 'trouwde', 'zoon', 'schrijnwerker', 'josa(c)phine', 'marie', 'hij', 'pierre', 'boon', 'marcellis']"
nl,"Er zijn in zijn leven verschillende fasen te onderkennen, die aantonen hoe hij kon evolueren","['zijn', 'verschillende', 'die', 'onderkennen', 'aantonen', 'fasen', 'hoe', 'er', 'hij', 'evolueren', 'te', 'leven', 'kon']"
nl,"in heel verschillende richtingen. Na de humaniora aan het atheneum van Brussel, promoveerde hij","['humaniora', 'atheneum', 'promoveerde', 'richtingen', 'verschillende', 'na', 'brussel', 'hij', 'het', 'heel', 'aan']"
en,"Darlingia ferruginea, commonly known as the brown silky oak, is a rainforest tree of the","['commonly', 'silky', 'darlingia', 'tree', 'known', 'rainforest', 'oak', 'brown', 'ferruginea']"
en,family Proteaceae from Northern Queensland. Queensland botanist John Frederick Bailey described Darlingia ferruginea in 1899.,"['darlingia', 'family', 'proteaceae', 'from', 'bailey', 'frederick', 'northern', 'botanist', 'ferruginea', 'described', 'queensland']"
en,"Darlingia ferruginea grows as a tall tree in its native rainforest habitat, forming part of","['darlingia', 'grows', 'tree', 'habitat', 'rainforest', 'tall', 'native', 'forming', 'part', 'ferruginea']"
en,"the canopy and reaching 30 m (100 ft) in height, though likely to only grow a third","['reaching', 'to', 'canopy', 'though', 'grow', 'height', 'only', 'third', 'likely', 'ft']"
en,this size in cultivation. The trunk is not buttressed. The initial leaves are entire but,"['buttressed', 'entire', 'initial', 'trunk', 'this', 'cultivation', 'leaf', 'but', 'size', 'not', 'are']"
en,"juvenile leaves are lobed, reaching 70 cm (28 in) long he leaf veins and undersurface","['reaching', 'cm', 'juvenile', 'undersurface', 'leaf', 'vein', 'lobed', 'are', 'he']"
nl,"Hij was vooral als dichter actief. Zijn gedichten, van het epische genre, werden goed ontvangen","['goed', 'werden', 'al', 'ontvangen', 'vooral', 'zijn', 'het', 'epische', 'hij', 'actief', 'dichter', 'gedichten', 'genre']"
nl,in de literaire tijdschriften. Hij produceerde over de jaren heel wat dichtwerk.,"['literaire', 'jaren', 'produceerde', 'dichtwerk', 'hij', 'heel', 'wat', 'tijdschriften']"
nl,Naar aanleiding van de Belgische revolutie begon hij zich aan politiek te interesseren. Hij werd redacteur,"['aanleiding', 'politiek', 'naar', 'revolutie', 'belgische', 'interesseren', 'hij', 'redacteur', 'begon', 'zich', 'te', 'werd', 'aan']"
nl,bij de liberaal-unionistische krant Le Politique en bleef er drie jaar actief.,"['bleef', 'drie', 'krant', 'jaar', 'politique', 'er', 'liberaal-unionistische', 'actief', 'bij']"
nl,Hij wilde zich laten verkiezen als parlementslid en dat lukte niet te goed. In 1832,"['goed', 'al', 'niet', 'verkiezen', 'wilde', 'laten', 'te', 'hij', 'parlementslid', 'zich', 'dat', 'lukte']"
nl,Marcellis kondigde zich aan als katholiek-unionist en verloor bij de volgende verkiezingen van de,"['verloor', 'al', 'bij', 'kondigde', 'volgende', 'katholiek-unionist', 'zich', 'verkiezingen', 'aan', 'marcellis']"
nl,"Het werd in 1858 door brand vernield en toen Marcellis een nieuw ontwerp indiende, dat","['ontwerp', 'door', 'marcellis', 'brand', 'vernield', 'nieuw', 'indiende', 'het', 'dat', 'een', 'werd', 'toen']"
nl,"door de adviescommissie met vijf stemmen tegen een als beste werd uitgekozen, besliste het","['beste', 'al', 'door', 'vijf', 'besliste', 'uitgekozen', 'stemmen', 'tegen', 'het', 'werd', 'een', 'adviescommissie']"
nl,"stadsbestuur om een niet nader gespecificeerde reden, het tweede ontwerp, van de hand van architect","['ontwerp', 'niet', 'stadsbestuur', 'architect', 'om', 'nader', 'gespecificeerde', 'reden', 'het', 'een', 'tweede']"
en,"McPherson was born and grew up in Golders Green, North London. She was the only","['london', 'green', 'golders', 'north', 'born', 'only', 'grew', 'she', 'up', 'mcpherson']"
en,"child of Sadie and Max Egelnick, a tailor. Both parents were secular Jewish Communists","['max', 'tailor', 'jewish', 'sadie', 'egelnick', 'both', 'secular', 'were', 'communist', 'child']"
en,from Eastern European immigrant families. McPherson was a good student at Copthall County Grammar School,"['immigrant', 'student', 'family', 'eastern', 'copthall', 'from', 'good', 'grammar', 'at', 'mcpherson']"
en,in Mill Hill but found it difficult to get a place to study medicine owing,"['study', 'mill', 'owing', 'difficult', 'place', 'hill', 'but', 'medicine', 'get', 'to', 'found']"
en,"to her political background and gender. However, she was offered a place at St George's","['however', 'gender', 'political', 'place', 'st', 'offered', 'she', 'her', 'at', 'to', 'background']"
en,"Hospital Medical School where she excelled in her studies and busied herself with social, political","['study', 'political', 'with', 'social', 'hospital', 'where', 'excelled', 'medical', 'herself', 'she', 'her', 'busied']"
en,"and academic activities. Throughout McPherson's career she aimed to communicate to the public about medicine,","['communicate', 'aimed', 'to', 'career', 'public', 'activity', 'medicine', 'she', 'about', 'throughout', 'mcpherson', 'academic']"
nl,RNW Media is een Nederlandse niet-gouvernementele organisatie in Hilversum die zich richt op jongeren,"['nederlandse', 'richt', 'organisatie', 'rnw', 'die', 'op', 'hilversum', 'niet-gouvernementele', 'zich', 'een', 'jongeren']"
nl,en jongvolwassenen in landen waar de vrijheid van meningsvorming en meningsuiting beperkt is Het gaat,"['landen', 'meningsuiting', 'gaat', 'beperkt', 'jongvolwassenen', 'waar', 'vrijheid', 'het', 'meningsvorming']"
nl,om landen in Sub-Saharisch Afrika en de Arabische wereld. De organisatie heeft ook een,"['landen', 'wereld', 'sub-saharisch', 'een', 'organisatie', 'arabische', 'heeft', 'afrika', 'ook', 'om']"
nl,"trainingscentrum, RNTC dat internationale mediatrainingen verzorgt. De redacties werken nauw samen met lokale mediapartners","['werken', 'rntc', 'dat', 'redacties', 'saman', 'internationale', 'trainingscentrum', 'lokale', 'verzorgt', 'mediapartners', 'mediatrainingen', 'nauw']"
nl,"en maken artikelen, reportages en interviews in het Engels, Frans, Arabisch en Chinees.","['frans', 'artikelen', 'chinees', 'interview', 'engels', 'arabisch', 'het', 'reportage', 'maken']"
en,"He was bred by Felicity English Springer Spaniels of Fairfax Station, Virginia. James, a symmetrically","['english', 'felicity', 'symmetrically', 'spaniel', 'by', 'fairfax', 'bred', 'springer', 'virginia', 'he']"
en,"balanced liver and white dog, was born June 8, 2000. He was owned by Terri","['balanced', 'terri', 'dog', 'white', 'born', 'by', 'he', 'june', 'owned', 'liver']"
nl,is een station aan de Kalininsko-Solntsevskaja-lijn van de Moskouse metro. Het station is op 30,"['kalininsko-solntsevskaja-lijn', 'metro', 'moskouse', 'op', 'het', 'een', 'aan']"
nl,augustus 2018 geopend als het voorlopig zuidelijke eindpunt van de Solntsevskaja-radius.Het is de bedoeling,"['geopend', 'voorlopig', 'al', 'augustus', 'zuidelijke', 'bedoeling', 'solntsevskaja-radius', 'het', 'eindpunt']"
nl,Het station ligt aan de noordkant van de Borovskoje Sjosse ter hoogte van het dorp,"['sjosse', 'dorp', 'noordkant', 'hoogte', 'ligt', 'borovskoje', 'het', 'ter', 'aan']"
nl,Rasskazovka en de nieuwbouwwijk van Peredelkino. De twee ondergrondse verdeelhallen liggen aan weerszijden van de,"['verdeelhallen', 'weerszijden', 'rasskazovka', 'twee', 'liggen', 'ondergrondse', 'peredelkino', 'nieuwbouwwijk', 'aan']"
nl,Het station is een ondiep gelegen zuilenstation waarin de vormgevers de art-deco stijl hebben,"['vormgevers', 'stijl', 'zuilenstation', 'waarin', 'gelegen', 'ondiep', 'art-deco', 'het', 'een', 'hebben']"
nl,gecombineerd met een leeszaal van de openbare bibliotheek. 23 januari 2015: Tunnelboormachine Natalia begint in,"['bibliotheek', 'leeszaal', 'natalia', 'openbare', 'gecombineerd', 'januari', 'begint', 'een', 'tunnelboormachine']"
nl,Ramenki met het boren van de eerste tunnelbuis richting Rasskazovka. Het verhaal gaat over het,"['gaat', 'rasskazovka', 'verhaal', 'ramenki', 'boren', 'eerste', 'richting', 'het', 'tunnelbuis']"
nl,"leven en de belevenissen van Nicholas Nickleby, een jonge man die in het levensonderhoud moet voorzien van zijn moeder en zus, nadat zijn vader is overleden","['nicholas', 'moet', 'belevenissen', 'zu', 'moeder', 'zijn', 'levensonderhoud', 'vader', 'overleden', 'die', 'voorzien', 'nadat', 'nickleby', 'het', 'leven', 'een', 'jonge']"
en,"A native of Dallas, Texas, Martin's mother started him on piano lessons when he was","['dallas', 'on', 'when', 'piano', 'him', 'martin', 'started', 'texas', 'native', 'mother', 'lesson', 'he']"
en,"only four years old, learning classical music and jazz. Through his church, he also learned gospel music.","['also', 'gospel', 'classical', 'year', 'through', 'four', 'music', 'his', 'only', 'learning', 'jazz', 'church', 'learned', 'he']"
en,He attended Dallas' Booker T. Washington High School for the Performing and Visual Arts before,"['dallas', 'visual', 'before', 'art', 'for', 'attended', 'booker', 'performing', 'he']"
en,attending Weatherford College and the University of North Texas. Martin began working with Gospel music,"['attending', 'with', 'gospel', 'began', 'weatherford', 'college', 'martin', 'north', 'university', 'texas', 'music', 'working']"
en,superstar Kirk Franklin while still in high school. He earned a Bachelor of Applied Arts,"['kirk', 'superstar', 'art', 'still', 'applied', 'bachelor', 'earned', 'while', 'franklin', 'he']"
en,"and Sciences degree from North Texas. While still a student at North Texas, he was","['student', 'science', 'degree', 'from', 'north', 'texas', 'still', 'at', 'while', 'he']"
en,involved in the production and recording of Erykah Badu's hit album Mama's Gun. 7 Summers,"['involved', 'production', 'mama', 'badu', 'erykah', 'recording', 'gun', 'summer']"
nl,tweede grootste Chinese krant en de grootste commerciÃ«le Chinese krant in Europa. In Nederland en,"['europa', 'krant', 'grootste', 'commercia<<le', 'tweede', 'nederland']"
nl,vele andere Europese landen kan men de Sing Tao Daily European edition kopen bij grote,"['landen', 'grote', 'europese', 'daily', 'sing', 'andere', 'vele', 'tao', 'kopen', 'kan', 'bij']"
nl,boekwinkels en tabakszaken. De Sing Tao-kranten bestaan uit verschillende edities. Op zaterdag heeft de Europese,"['boekwinkels', 'uit', 'europese', 'verschillende', 'sing', 'edities', 'heeft', 'op', 'tabakszaken', 'tao-kranten', 'bestaan', 'zaterdag']"
nl,"editie sommige winkels het ""Weekend pakket"", dat bestaat uit een Sing Tao Daily European edition","['uit', 'bestaat', 'winkels', 'een', 'editie', 'weekend', 'daily', 'sing', 'sommige', 'tao', 'het', 'dat', 'pakket']"
nl,"en het Chinese tijdschrift East Week. Er is een Hongkongse, Australische, Amerikaanse, West-Canadese, Oost-Canadese en","['australische', 'west-canadese', 'hongkongse', 'tijdschrift', 'amerikaanse', 'oost-canadese', 'er', 'het', 'een']"
nl,een Europese editie. De Europese editie verschijnt zes keer per week en heeft zo'n 80.000,"['keer', 'europese', 'editie', 'zo', 'heeft', 'een', 'verschijnt']"
en,"Cleve danced ballet for 14 years, and studied under Per Aabel and Lowe Krohn. She","['krohn', 'danced', 'for', 'cleve', 'year', 'lowe', 'studied', 'ballet', 'aabel', 'she']"
en,"performed together with Sonja Henie at Centralteatret on spectacle, as well as at the National","['centralteatret', 'on', 'with', 'performed', 'sonja', 'well', 'spectacle', 'together', 'at', 'henie']"
en,Theatre (Oslo) for the royals. At the age of 21 she got the Ruud-scholarship for,"['theatre', 'for', 'got', 'royal', 'oslo', 'she', 'at', 'ruud-scholarship', 'age']"
en,"4 years in a row, and studied singing in Vienna. Later she was engaged for","['vienna', 'for', 'year', 'engaged', 'studied', 'singing', 'row', 'she']"
en,six weeks at the Cairo Opera House as part of the Vienna State Opera. Cleve,"['vienna', 'cairo', 'opera', 'six', 'cleve', 'house', 'at', 'part']"
en,was awarded the Leharmedaljen by Franz LehÃ¡r personally. She was engaged for three years by,"['franz', 'leha!r', 'personally', 'for', 'three', 'engaged', 'year', 'awarded', 'by', 'she', 'leharmedaljen']"
en,"the Nuremberg Opera, until the outbreak of 2nd world war. She was a member of","['opera', 'nd', 'world', 'member', 'nuremberg', 'until', 'she', 'outbreak', 'war']"
en,"Tono since she was 19 years old, and have as composer released 15 piano pieces","['tono', 'composer', 'year', 'piano', 'piece', 'released', 'she', 'since']"
en,"and 2 pieces for Janitsjar Orchestra, as well as 14 pieces for orchestra. Her music","['janitsjar', 'for', 'well', 'piece', 'music', 'her', 'orchestra']"
nl,Monstrilla fosshageni is een eenoogkreeftjessoort uit de familie van de Monstrillidae. De wetenschappelijke naam van,"['uit', 'fosshageni', 'naam', 'familie', 'monstrilla', 'wetenschappelijke', 'een', 'monstrillidae', 'eenoogkreeftjessoort']"
nl,de soort is voor het eerst geldig gepubliceerd in 2001 door Suarez Morales & Dias.,"['soort', 'door', 'eerst', 'voor', 'suarez', 'geldig', 'gepubliceerd', 'het', 'morale']"
nl,Khisa is een dorp in het district Kgalagadi in Botswana. De plaats telt 383 inwoners,"['telt', 'kgalagadi', 'khisa', 'dorp', 'botswana', 'plaats', 'het', 'een', 'inwoners']"
